0000, 2131
1ac6, 9641
1ac7, 0846
1ac8, 61c4
1ac9, 06d7
1aca, 96c9
1acb, 98d1
1acc, 06fa
1acd, 76d1
1ace, 011f
1acf, 78aa
1ad0, 6b3e
1ad1, 702e
1ad2, 9510
1ad3, 6e2e
1ad4, 65fe
1ad5, 02fe
1ad6, 6310
1ad7, 0e30
1ad8, 6ccd
1ad9, 0ca3
1ada, 93ce
1adb, 6020
1adc, 7b30
1add, 7d20
1ade, 0d3e
1adf, 72a0
1ae0, 419f
1ae1, 19b9
1ae2, 2496
1ae3, 280f
1ae4, 49e9
1ae5, d458
1ae6, 4a81
1ae7, 1f81
1ae8, 470a
1ae9, 1a77
1aea, 46b9
1aeb, 4f74
1aec, 175a
1aed, 1166
1aee, 16e9
1aef, d86a
1af0, 86e5
1af1, 79be
1af2, 69e0
1af3, 9fbe
1af4, 9f82
1af5, 5983
1af6, 86e0
1af7, 598c
1af8, 9a7d
1af9, 06b5
1afa, e67e
1afb, 69b0
1afc, b6eb
1afd, 06b0
1afe, ba82
1aff, b9bd
1b00, ef9c
1b01, 6483
1b02, d288
1b03, d8a4
1b04, 4b07
1b05, e536
1b06, bda8
1b07, 2746
1b08, d261
1b09, 4be6
1b0a, 8e18
1b0b, 7a63
1b0c, 817c
1b0d, d81f
1b0e, 27d7
1b0f, 8c26
1b10, d943
1b11, 3ade
1b12, 2c17
1b13, 0471
1b14, c2c8
1b15, ec4e
1b16, e5d0
1b17, 6796
1b18, 13f1
1b19, 25a6
1b1a, 5223
1b1b, 3730
1b1c, a42d
1b1d, 79e8
1b1e, 6a07
1b1f, b33d
1b20, be12
1b21, 8bc5
1b22, 74e7
1b23, 10d1
1b24, 6778
1b25, d44e
1b26, 4a30
1b27, 2d36
1b28, 7901
1b29, 9a96
1b2a, 3723
1b2b, edfc
1b2c, b0ab
1b2d, 1e47
1b2e, fb28
1b2f, d9dd
1b30, 4f94
1b31, f48f
1b32, 5938
1b33, 056a
1b34, e1d9
1b35, 455d
1b36, acb3
1b37, eb94
1b38, 5fda
1b39, e731
1b3a, 3e85
1b3b, a17f
1b3c, 2a64
1b3d, 509f
1b3e, 9c69
1b3f, 4d6b
1b40, a258
1b41, 3d07
1b42, 9a93
1b43, 05a1
1b44, 08b5
1b45, 4a38
1b46, 4fa6
1b47, 6b3a
1b48, 07e0
1b49, 9f6c
1b4a, a8c8
1b4b, 3b96
1b4c, a561
1b4d, 02f8
1b4e, 6dd9
1b4f, a746
1b50, a8e5
1b51, f173
1b52, 0413
1b53, cecc
1b54, 8123
1b55, 5283
1b56, 8be0
1b57, 3c4c
1b58, 54cc
1b59, 614c
1b5a, 6c75
1b5b, f780
1b5c, c4bc
1b5d, ce43
1b5e, 3cc3
1b5f, 5ebc
1b60, e986
1b61, 8957
1b62, 834e
1b63, d4d0
1b64, b2de
1b65, dc21
1b66, d536
1b67, 3a40
1b68, 5330
1b69, e220
1b6a, ac48
1b6b, 5768
1b6c, 87b1
1b6d, a43e
1b6e, 4a2e
1b6f, 45d7
1b70, 893d
1b71, 69f2
1b72, 475e
1b73, b0bb
1b74, 1402
1b75, ac20
1b76, ae10
1b77, eded
1b78, d15b
1b79, 480d
1b7a, cc15
1b7b, 56ae
1b7c, 86db
1b7d, b58e
1b7e, 9372
1b7f, 3e25
1b80, 555e
1b81, 6302
1b82, fc13
1b83, 59ab
1b84, ae23
1b85, 3783
1b86, 3870
1b87, 663b
1b88, ac1c
1b89, fe2c
1b8a, c475
1b8b, 8d9d
1b8c, 506b
1b8d, 09fe
1b8e, 86de
1b8f, a18c
1b90, 3e1c
1b91, fe13
1b92, b25e
1b93, 146b
1b94, 9c02
1b95, 8440
1b96, 51c3
1b97, 275d
1b98, be6b
1b99, eb9d
1b9a, 6415
1b9b, cc23
1b9c, fc2c
1b9d, d892
1b9e, 210e
1b9f, 812c
1ba0, 8236
1ba1, 80f7
1ba2, 4748
1ba3, d5b1
1ba4, d8a7
1ba5, ba60
1ba6, bf90
1ba7, 3de6
1ba8, d731
1ba9, 48c6
1baa, 51e3
1bab, 5ba8
1bac, 83d1
1bad, a588
1bae, 4d77
1baf, 84b3
1bb0, 5447
1bb1, 86d9
1bb2, 2a97
1bb3, a27b
1bb4, a47f
1bb5, e357
1bb6, 82b6
1bb7, f39d
1bb8, da94
1bb9, f476
1bba, 5ebf
1bbb, 8a31
1bbc, 5824
1bbd, c2ee
1bbe, 3302
1bbf, bd54
1bc0, 328d
1bc1, 3052
1bc2, 8358
1bc3, b8da
1bc4, be69
1bc5, da61
1bc6, a486
1bc7, ea41
1bc8, 5d5a
1bc9, e261
1bca, a18f
1bcb, a36e
1bcc, 3bbb
1bcd, b438
1bce, e629
1bcf, 4f69
1bd0, 4e14
1bd1, 3e1f
1bd2, a94e
1bd3, 50ac
1bd4, 47de
1bd5, e481
1bd6, ba68
1bd7, eb1c
1bd8, a9d0
1bd9, 4740
1bda, 8488
1bdb, ddaf
1bdc, 4da4
1bdd, 5012
1bde, eba2
1bdf, ea61
1be0, b099
1be1, 6cbf
1be2, 159e
1be3, 1f04
1be4, 3c75
1be5, b937
1be6, 8746
1be7, f186
1be8, d50b
1be9, fce0
1bea, 812f
1beb, 8bea
1bec, 7564
1bed, 1f57
1bee, f17f
1bef, bfd4
1bf0, dfff
1bf1, f728
1bf2, 75f8
1bf3, 08b0
1bf4, 6b2f
1bf5, d558
1bf6, 4d96
1bf7, ea5c
1bf8, 02c6
1bf9, 9d3a
1bfa, 3b78
1bfb, 2a36
1bfc, a8ca
1bfd, 7f53
1bfe, 87b5
1bff, a2b6
1c00, b245
1c01, cfd6
1c02, 2f3c
1c03, 8c2c
1c04, 2301
1c05, 1845
1c06, c5e7
1c07, 2841
1c08, f12c
1c09, 22e1
1c0a, c506
1c0b, cf47
1c0c, b2db
1c0d, e53c
1c0e, 26d1
1c0f, 18db
1c10, 5ef7
1c11, e108
1c12, 06bb
1c13, 9bda
1c14, cd3f
1c15, 86ee
1c16, 30c1
1c17, 0169
1c18, 6f65
1c19, c044
1c1a, a0a8
1c1b, 8191
1c1c, bea6
1c1d, 6e34
1c1e, 985f
1c1f, 5690
1c20, 098e
1c21, f3d8
1c22, 6044
1c23, 8a6c
1c24, 6f5f
1c25, 5017
1c26, 86e1
1c27, a329
1c28, 6dda
1c29, 06b9
1c2a, 8608
1c2b, f341
1c2c, 0960
1c2d, 898b
1c2e, 353f
1c2f, 50a6
1c30, a955
1c31, 8308
1c32, 905b
1c33, 4a0d
1c34, ef37
1c35, 0055
1c36, 663a
1c37, b369
1c38, ed6d
1c39, 76d9
1c3a, 86d8
1c3b, 835a
1c3c, a900
1c3d, 495b
1c3e, e597
1c3f, 5060
1c40, 5fe8
1c41, b2d6
1c42, 1b2a
1c43, 96b4
1c44, 6903
1c45, 4b18
1c46, 8a8e
1c47, 62f1
1c48, 2ed9
1c49, 0a7d
1c4a, 5a50
1c4b, 5237
1c4c, bf71
1c4d, 6f8a
1c4e, 9ca6
1c4f, dbf1
1c50, 1457
1c51, c5dc
1c52, 2e5b
1c53, 4701
1c54, 8aac
1c55, de9e
1c56, 5933
1c57, f030
1c58, 4b6d
1c59, 69f0
1c5a, 5fdc
1c5b, a0f5
1c5c, 1801
1c5d, 4454
1c5e, fdac
1c5f, 120b
1c60, ce59
1c61, 21d5
1c62, 1124
1c63, fbb4
1c64, 7d32
1c65, f649
1c66, 602b
1c67, 1625
1c68, 2fd9
1c69, 7e4b
1c6a, 00d5
1c6b, f13b
1c6c, 1e6a
1c6d, 208a
1c6e, f842
1c6f, c63a
1c70, 7f49
1c71, b20c
1c72, 0bba
1c73, 86d1
1c74, 4902
1c75, 9b59
1c76, fa93
1c77, 62ed
1c78, 8eb8
1c79, 1a0d
1c7a, aa9c
1c7b, 7293
1c7c, bf21
1c7d, 6f34
1c7e, 8c7b
1c7f, bb51
1c80, d0ee
1c81, b8dc
1c82, 1164
1c83, 4dbd
1c84, 35a5
1c85, 4197
1c86, 3333
1c87, 94f0
1c88, 4867
1c89, c3a0
1c8a, ad3c
1c8b, b433
1c8c, 157b
1c8d, 208b
1c8e, e7ac
1c8f, 1794
1c90, b259
1c91, cf0c
1c92, 684a
1c93, 8c76
1c94, e30b
1c95, 7839
1c96, 0593
1c97, 2f5d
1c98, 8126
1c99, 959d
1c9a, 550c
1c9b, cf53
1c9c, b201
1c9d, 828a
1c9e, 260b
1c9f, b8d1
1ca0, cf45
1ca1, 1206
1ca2, 7ddc
1ca3, f6db
1ca4, 29a7
1ca5, 9b45
1ca6, fa17
1ca7, 25e6
1ca8, 6e25
1ca9, 17c1
1caa, caf6
1cab, c297
1cac, 1f2b
1cad, f83c
1cae, fc71
1caf, 7b3b
1cb0, b8f3
1cb1, 2c05
1cb2, cddc
1cb3, e1d0
1cb4, a658
1cb5, 3df3
1cb6, 3f06
1cb7, 1b65
1cb8, 30d3
1cb9, cf5a
1cba, c90f
1cbb, 4b90
1cbc, 74ac
1cbd, 983c
1cbe, 4e53
1cbf, c3fc
1cc0, 7e55
1cc1, e1d8
1cc2, 166b
1cc3, 8bbd
1cc4, bd57
1cc5, f655
1cc6, 606a
1cc7, 0129
1cc8, 4f6e
1cc9, 7054
1cca, 5068
1ccb, 913a
1ccc, be60
1ccd, 6e8b
1cce, 8847
1ccf, a650
1cd0, a949
1cd1, 83d5
1cd2, 2e84
1cd3, 4ad4
1cd4, 2f32
1cd5, c089
1cd6, f64b
1cd7, bc22
1cd8, 2d64
1cd9, 1122
1cda, f6d5
1cdb, 834b
1cdc, a9da
1cdd, 4444
1cde, e532
1cdf, c06a
1ce0, c533
1ce1, f608
1ce2, 6f3c
1ce3, 33a0
1ce4, 3053
1ce5, 5ff3
1ce6, 3d90
1ce7, aa6f
1ce8, 86d0
1ce9, cd65
1cea, f305
1ceb, fa56
1cec, c0a0
1ced, 353c
1cee, 3998
1cef, 09ac
1cf0, 1248
1cf1, 5f0c
1cf2, 988a
1cf3, 4cd4
1cf4, 63a6
1cf5, b8e8
1cf6, 5547
1cf7, 6f8d
1cf8, 9164
1cf9, 6511
1cfa, 55d6
1cfb, 5fe2
1cfc, 12d1
1cfd, 424a
1cfe, 6660
1cff, b801
1d00, 18e5
1d01, 47c8
1d02, e59c
1d03, 26aa
1d04, 4058
1d05, b2e5
1d06, eb80
1d07, da03
1d08, 430a
1d09, bd63
1d0a, 4bb8
1d0b, 47e0
1d0c, 18ca
1d0d, 2f9c
1d0e, 49f8
1d0f, d27a
1d10, ae52
1d11, 86bf
1d12, aa74
1d13, 8704
1d14, dc1f
1d15, 3689
1d16, 48ba
1d17, a375
1d18, 35c9
1d19, d4ea
1d1a, de2f
1d1b, 3d8c
1d1c, 5864
1d1d, 329b
1d1e, 89ef
1d1f, ad44
1d20, c989
1d21, 2c2f
1d22, 35eb
1d23, fdc4
1d24, e4ef
1d25, a082
1d26, 4b8c
1d27, 117f
1d28, 8a74
1d29, dc75
1d2a, e1bf
1d2b, 278a
1d2c, c524
1d2d, ffe4
1d2e, 2e1f
1d2f, 5fb4
1d30, 00f5
1d31, 9b86
1d32, 49fb
1d33, 9e81
1d34, 7aa8
1d35, a9f5
1d36, 47fb
1d37, 0bc5
1d38, 9411
1d39, a7c5
1d3a, 9716
1d3b, 9bfb
1d3c, 0087
1d3d, 90fb
1d3e, 7d68
1d3f, 0917
1d40, 5f45
1d41, 63cf
1d42, dccc
1d43, 83ca
1d44, b183
1d45, 4b45
1d46, 22cc
1d47, 5623
1d48, e475
1d49, de40
1d4a, 7475
1d4b, 6a1c
1d4c, 502a
1d4d, 891c
1d4e, 8048
1d4f, b18c
1d50, 7452
1d51, 2c40
1d52, e2f4
1d53, 2e40
1d54, 7125
1d55, be39
1d56, 9cf4
1d57, b70e
1d58, 9410
1d59, bbd7
1d5a, e110
1d5b, 919d
1d5c, de15
1d5d, 989b
1d5e, dc25
1d5f, b443
1d60, 54f9
1d61, 3ac5
1d62, bc74
1d63, 4acc
1d64, b3f5
1d65, 83e9
1d66, e27a
1d67, 57af
1d68, e2c2
1d69, b59a
1d6a, b2c5
1d6b, 8a1a
1d6c, a4ab
1d6d, e91a
1d6e, 34f5
1d6f, 531b
1d70, d5e9
1d71, 6d8c
1d72, a7ca
1d73, 6290
1d74, 1f5c
1d75, 47f9
1d76, 48d1
1d77, ad67
1d78, 1a00
1d79, a846
1d7a, 28bc
1d7b, 4d81
1d7c, 05e3
1d7d, 3594
1d7e, 0b65
1d7f, 27e3
1d80, b049
1d81, 8610
1d82, b70b
1d83, 6910
1d84, 1e4c
1d85, e152
1d86, 940b
1d87, bd27
1d88, 1cc0
1d89, b85d
1d8a, 4ec0
1d8b, 9314
1d8c, 5943
1d8d, e514
1d8e, 0625
1d8f, 4c43
1d90, 18f9
1d91, 478c
1d92, 32ea
1d93, 2f50
1d94, 7d65
1d95, d299
1d96, 4b51
1d97, a7c8
1d98, 9590
1d99, abb8
1d9a, 9b8c
1d9b, 47f1
1d9c, 1883
1d9d, f81a
1d9e, da65
1d9f, 72e3
1da0, 55e5
1da1, 3db8
1da2, da0c
1da3, 3c0a
1da4, d638
1da5, 47e5
1da6, 48b0
1da7, 5b63
1da8, 49af
1da9, df50
1daa, d828
1dab, 8d80
1dac, a57a
1dad, 829c
1dae, 3e58
1daf, d71a
1db0, b85f
1db1, 3380
1db2, a3aa
1db3, f29d
1db4, 14e6
1db5, 3d3f
1db6, 4ed4
1db7, ba79
1db8, ca71
1db9, d2f4
1dba, 44b6
1dbb, e684
1dbc, a25e
1dbd, e49a
1dbe, c373
1dbf, 3a87
1dc0, d4f5
1dc1, 6a16
1dc2, b3ab
1dc3, 9916
1dc4, 7596
1dc5, 83f5
1dc6, e2ab
1dc7, aaa2
1dc8, 7c71
1dc9, 521c
1dca, 9276
1dcb, 4a1b
1dcc, 04f7
1dcd, 341b
1dce, 07a8
1dcf, 63e7
1dd0, 00e9
1dd1, 9bc5
1dd2, e414
1dd3, 9bcb
1dd4, 49f5
1dd5, 5919
1dd6, e71a
1dd7, 7d0f
1dd8, 47cb
1dd9, baaf
1dda, 47c5
1ddb, 9bea
1ddc, 00cb
1ddd, 9ee4
1dde, 90f5
1ddf, a9cb
1de0, c53f
1de1, 41ea
1de2, 899a
1de3, ff81
1de4, 1c73
1de5, 5f5f
1de6, e154
1de7, 1ba9
1de8, f5ed
1de9, b709
1dea, 4c80
1deb, 2c34
1dec, afe9
1ded, f0fa
1dee, 11b8
1def, a58e
1df0, 1245
1df1, 9173
1df2, e41c
1df3, 917c
1df4, ee48
1df5, b845
1df6, 971c
1df7, dcc3
1df8, ecca
1df9, b123
1dfa, 9ccf
1dfb, 2b10
1dfc, 74bc
1dfd, 2e1c
1dfe, e4e3
1dff, be2a
1e00, ccd6
1e01, 8872
1e02, 5013
1e03, 734d
1e04, d4d6
1e05, 3ef6
1e06, e980
1e07, 31f9
1e08, b0cd
1e09, a437
1e0a, 87bd
1e0b, b67c
1e0c, f5d7
1e0d, 6343
1e0e, d1fa
1e0f, 3da1
1e10, 2c87
1e11, 19de
1e12, b54f
1e13, b334
1e14, 87b9
1e15, 1588
1e16, 2a40
1e17, e4b4
1e18, 5224
1e19, ea8a
1e1a, f72e
1e1b, 242d
1e1c, 1351
1e1d, ec49
1e1e, b969
1e1f, c2b1
1e20, 2a48
1e21, 022e
1e22, 7f85
1e23, 578b
1e24, fb29
1e25, df18
1e26, ed10
1e27, 452a
1e28, 08bb
1e29, 2d4a
1e2a, 8bce
1e2b, 9520
1e2c, c741
1e2d, ea85
1e2e, a229
1e2f, a8c1
1e30, cc2d
1e31, c1e7
1e32, d893
1e33, 1190
1e34, 9c0f
1e35, 3e1d
1e36, a177
1e37, 9266
1e38, 140c
1e39, eb96
1e3a, f4e9
1e3b, c481
1e3c, fece
1e3d, 2753
1e3e, 7e08
1e3f, fccb
1e40, 2a33
1e41, dd94
1e42, 545f
1e43, 578a
1e44, 0e21
1e45, c433
1e46, d0ef
1e47, 9b47
1e48, 5964
1e49, 7048
1e4a, ae74
1e4b, 4be9
1e4c, c740
1e4d, ea5f
1e4e, 7d31
1e4f, c9dd
1e50, 6357
1e51, c78b
1e52, cf59
1e53, aa91
1e54, a2cb
1e55, 5097
1e56, a48e
1e57, fb4e
1e58, af61
1e59, c21e
1e5a, a8bb
1e5b, 31e2
1e5c, 0d91
1e5d, 3a59
1e5e, cb1b
1e5f, 0504
1e60, 7c21
1e61, 7a57
1e62, c257
1e63, c356
1e64, 27d3
1e65, 9546
1e66, 7ab8
1e67, f92d
1e68, 1266
1e69, f73d
1e6a, 6487
1e6b, 7481
1e6c, 95d7
1e6d, f387
1e6e, c9d3
1e6f, 6c21
1e70, ccb0
1e71, 99d2
1e72, 7947
1e73, 71f1
1e74, 726c
1e75, f55d
1e76, 881b
1e77, 8d95
1e78, 7fc1
1e79, be95
1e7a, 672b
1e7b, b6ab
1e7c, fe73
1e7d, 9737
1e7e, 035c
1e7f, fd0d
1e80, 6748
1e81, 735b
1e82, a552
1e83, ace0
1e84, 08cb
1e85, 0937
1e86, 5ee2
1e87, 963e
1e88, a50d
1e89, 084e
1e8a, 02bb
1e8b, ed92
1e8c, 0116
1e8d, 3c85
1e8e, 76fb
1e8f, 0fa1
1e90, ca61
1e91, f222
1e92, b0e7
1e93, 7de1
1e94, d86c
1e95, 3f91
1e96, 324d
1e97, 4195
1e98, 7574
1e99, d453
1e9a, 3b2b
1e9b, abcb
1e9c, ff07
1e9d, 9387
1e9e, 175c
1e9f, fa04
1ea0, 7a66
1ea1, e0a9
1ea2, c943
1ea3, 173d
1ea4, de0a
1ea5, 6456
1ea6, e01a
1ea7, 3de9
1ea8, 192d
1ea9, ae99
1eaa, 8bc4
1eab, bbc4
1eac, 64b8
1ead, 2743
1eae, ad9a
1eaf, 6a61
1eb0, 935e
1eb1, 7fa7
1eb2, 5442
1eb3, bafd
1eb4, 3c7e
1eb5, 028e
1eb6, 6741
1eb7, 456b
1eb8, 54cd
1eb9, 3c8b
1eba, 61c7
1ebb, 99d1
1ebc, 7d9d
1ebd, ea32
1ebe, d50e
1ebf, 0e7d
1ec0, 7add
1ec1, 1d9e
1ec2, 7253
1ec3, 0d90
1ec4, 91a8
1ec5, 644d
1ec6, ccbe
1ec7, 69d6
1ec8, 7e00
1ec9, 9736
1eca, feee
1ecb, 155d
1ecc, 9fae
1ecd, 6353
1ece, 0fa8
1ecf, 61cd
1ed0, 7ab0
1ed1, cc47
1ed2, a8f7
1ed3, 1736
1ed4, eba3
1ed5, efe0
1ed6, ddc8
1ed7, 62dd
1ed8, d8a6
1ed9, 8bfd
1eda, 3e17
1edb, 1546
1edc, 64be
1edd, f737
1ede, 72d3
1edf, 817d
1ee0, f78e
1ee1, 0e77
1ee2, ce42
1ee3, ac1d
1ee4, 31b7
1ee5, a8ee
1ee6, 8be1
1ee7, 34b4
1ee8, ae2d
1ee9, f184
1eea, 6c79
1eeb, 62b1
1eec, c1ed
1eed, 3c42
1eee, a477
1eef, c47b
1ef0, 6c33
1ef1, a114
1ef2, ce3f
1ef3, a334
1ef4, 047d
1ef5, 5ef3
1ef6, d948
1ef7, 9683
1ef8, c0d4
1ef9, 79e3
1efa, a421
1efb, 461f
1efc, 033d
1efd, 3c3f
1efe, 018d
1eff, 50ad
1f00, 2f96
1f01, 97bb
1f02, 741f
1f03, 7ec0
1f04, a0b4
1f05, 259c
1f06, e84b
1f07, c982
1f08, 14cc
1f09, 5082
1f0a, eb24
1f0b, 224b
1f0c, 2da6
1f0d, 7ee8
1f0e, c924
1f0f, 9a0a
1f10, 75e5
1f11, 2ac5
1f12, 4b4e
1f13, b026
1f14, de27
1f15, 27e2
1f16, 9274
1f17, 4d80
1f18, b18d
1f19, 48b1
1f1a, 72c2
1f1b, 9a1a
1f1c, 157a
1f1d, bf43
1f1e, e6b8
1f1f, 1714
1f20, 18ee
1f21, 9bce
1f22, b84e
1f23, b47d
1f24, e1b7
1f25, 72e2
1f26, 9714
1f27, 47e1
1f28, be21
1f29, 4b8d
1f2a, 27c2
1f2b, 9be1
1f2c, 18c1
1f2d, d21e
1f2e, 4cc7
1f2f, 1274
1f30, 9f9d
1f31, 17b7
1f32, c59f
1f33, c98e
1f34, 8611
1f35, 95f4
1f36, 7a09
1f37, 6df0
1f38, 50ee
1f39, fafc
1f3a, db7e
1f3b, 1da7
1f3c, 224d
1f3d, cff8
1f3e, 6381
1f3f, e81d
1f40, 04ff
1f41, d0ba
1f42, 4658
1f43, 5866
1f44, b7eb
1f45, 939f
1f46, 4182
1f47, b915
1f48, dd36
1f49, 4c12
1f4a, d144
1f4b, b085
1f4c, c4ac
1f4d, ae53
1f4e, b5ca
1f4f, 73fc
1f50, 0e13
1f51, d8e2
1f52, 5888
1f53, d95f
1f54, 741e
1f55, c415
1f56, d059
1f57, 7f92
1f58, 1055
1f59, b5f9
1f5a, b28e
1f5b, 1939
1f5c, 7558
1f5d, a218
1f5e, 1e4e
1f5f, bff8
1f60, 991c
1f61, 99ef
1f62, fae2
1f63, c204
1f64, 05c2
1f65, 1ccb
1f66, 14e4
1f67, 67f4
1f68, ca14
1f69, 6574
1f6a, 1c19
1f6b, 1375
1f6c, 93ca
1f6d, 0292
1f6e, f7a2
1f6f, 9472
1f70, 6994
1f71, e940
1f72, 9cf2
1f73, 5f18
1f74, 3a8e
1f75, ccca
1f76, b66b
1f77, de5f
1f78, ebe8
1f79, 363f
1f7a, dc2d
1f7b, 8e44
1f7c, 3e90
1f7d, 1912
1f7e, 525e
1f7f, d606
1f80, c9f2
1f81, b583
1f82, 3b48
1f83, ce55
1f84, 2c1e
1f85, 6c15
1f86, 4639
1f87, 5219
1f88, 265f
1f89, ea92
1f8a, 478e
1f8b, ae89
1f8c, 58f8
1f8d, 5f57
1f8e, 7913
1f8f, ed98
1f90, fe16
1f91, 4e1b
1f92, 14f2
1f93, 7288
1f94, 558e
1f95, 64ea
1f96, e034
1f97, c93f
1f98, b818
1f99, a05f
1f9a, e44d
1f9b, 995b
1f9c, 2956
1f9d, 7efe
1f9e, afe2
1f9f, 4090
1fa0, f29c
1fa1, ed2a
1fa2, 9cef
1fa3, c9cc
1fa4, a644
1fa5, 1a0a
1fa6, db2b
1fa7, 5e52
1fa8, 7c1c
1fa9, 3682
1faa, e8b2
1fab, ef4c
1fac, 670a
1fad, 091f
1fae, ae64
1faf, 25af
1fb0, c2e9
1fb1, e616
1fb2, e65e
1fb3, 7f45
1fb4, 28b4
1fb5, 2af9
1fb6, 95ab
1fb7, 8181
1fb8, 2b42
1fb9, 40d1
1fba, ee71
1fbb, f71b
1fbc, b0e3
1fbd, 5e47
1fbe, 2d8c
1fbf, 41ee
1fc0, 6214
1fc1, dd73
1fc2, faff
1fc3, 5e9e
1fc4, 8071
1fc5, 7a0b
1fc6, 15f4
1fc7, 27fc
1fc8, 36ee
1fc9, 65ac
1fca, d8e1
1fcb, 0779
1fcc, ef10
1fcd, 129f
1fce, 81f1
1fcf, dbcd
1fd0, 2e1d
1fd1, 2e17
1fd2, 05e2
1fd3, cfc1
1fd4, fac2
1fd5, 941b
1fd6, 1c72
1fd7, 6de1
1fd8, c574
1fd9, 6a14
1fda, 94e9
1fdb, 1177
1fdc, 917d
1fdd, cfee
1fde, 6dce
1fdf, 9cc4
1fe0, 1ff7
1fe1, 9c81
1fe2, b037
1fe3, d242
1fe4, 2b8b
1fe5, 1599
1fe6, 2afb
1fe7, 43f1
1fe8, 7842
1fe9, e651
1fea, e111
1feb, 9dfd
1fec, 148e
1fed, b99e
1fee, 4784
1fef, beee
1ff0, 7098
1ff1, 1424
1ff2, d053
1ff3, d5a6
1ff4, b2c4
1ff5, 79ff
1ff6, be82
1ff7, 1e12
1ff8, bf66
1ff9, b412
1ffa, deb4
1ffb, 1482
1ffc, 70a0
1ffd, d998
1ffe, 787b
1fff, 19ac
2000, 2231
2001, 3dcb
2002, 58e8
2003, 1966
2004, b42d
2005, e891
2006, 8536
2007, bf92
2008, d000
2009, b537
200a, 8a2d
200b, 8f9c
200c, 27b6
200d, c248
200e, decb
200f, 4b70
2010, 3ee1
2011, ef18
2012, 2639
2013, 70bc
2014, 7eb9
2015, d6a1
2016, b0fd
2017, f14b
2018, 118b
2019, 90db
201a, bbe7
201b, a1ce
201c, ed70
201d, ce89
201e, 962f
201f, 487e
2020, 2931
2021, 9287
2022, 1059
2023, d4bb
2024, 9129
2025, 4091
2026, d6ae
2027, e33b
2028, 7ebb
2029, 263b
202a, e817
202b, 73de
202c, 27bd
202d, d939
202e, ecb9
202f, eb7d
2030, f3d0
2031, f0f8
2032, bfad
2033, 7f0d
2034, 9a09
2035, 86a0
2036, 3093
2037, 2a67
2038, 75a4
2039, 4d0e
203a, 699f
203b, f958
203c, 6600
203d, 15dd
203e, 2da7
203f, 63aa
2040, 3ffd
2041, e3b0
2042, 6b45
2043, 08da
2044, 17ed
2045, 5bc0
2046, dad1
2047, c2e7
2048, 7d5a
2049, 2af7
204a, 44be
204b, 3281
204c, 81a6
204d, cf32
204e, 7570
204f, e008
2050, 6cb6
2051, 2ad4
2052, 082a
2053, 52c0
2054, d504
2055, 81c6
2056, e36d
2057, 1f6d
2058, a820
2059, 750d
205a, 4d64
205b, 460b
205c, 6bc0
205d, 52ba
205e, 1fa4
205f, f7cc
2060, eef6
2061, 3e9e
2062, e69e
2063, bfc0
2064, d877
2065, 5600
2066, a0f6
2067, 81e1
2068, db1d
2069, 40a1
206a, a6e7
206b, b108
206c, 81ad
206d, 5e17
206e, 4d73
206f, 30ce
2070, 4d7d
2071, ebda
2072, a1e6
2073, 0904
2074, b65b
2075, 4807
2076, 35d3
2077, 542d
2078, cc1a
2079, d33d
207a, 8f65
207b, e7d0
207c, 9a74
207d, a00d
207e, 5e24
207f, 22a9
2080, 86a1
2081, 3bb4
2082, 0b8a
2083, afdd
2084, daf4
2085, 8e78
2086, 496e
2087, 027d
2088, 5b40
2089, 1a9d
208a, 4fd9
208b, 8cbd
208c, faab
208d, 0fd4
208e, a274
208f, 62c5
2090, 2761
2091, 6a6c
2092, ae70
2093, cec6
2094, b0d4
2095, 4b0d
2096, 8ad0
2097, d0ab
2098, 047a
2099, b9dd
209a, 8dda
209b, 3dac
209c, 2ba1
209d, c4b6
209e, 796b
209f, 9704
20a0, efe1
20a1, 87dd
20a2, 3b18
20a3, ae00
20a4, dc4d
20a5, dba1
20a6, 5a60
20a7, 5247
20a8, d696
20a9, ea5e
20aa, 352e
20ab, e236
20ac, 3d70
20ad, 5f97
20ae, b920
20af, 4878
20b0, 8b7d
20b1, f412
20b2, 165b
20b3, aeb1
20b4, b0de
20b5, 4f0e
20b6, bd97
20b7, 6129
20b8, d631
20b9, 7069
20ba, 73f2
20bb, 8817
20bc, fc74
20bd, 0ebb
20be, 312e
20bf, 29a9
20c0, e1a0
20c1, 949f
20c2, ddfd
20c3, 02c4
20c4, 15a9
20c5, 30a3
20c6, a698
20c7, 3b7e
20c8, 7a9b
20c9, df07
20ca, c3ff
20cb, 4e93
20cc, 9caa
20cd, 58cd
20ce, 6779
20cf, 6905
20d0, 6950
20d1, f987
20d2, b0f7
20d3, 122d
20d4, 4b7e
20d5, 80f6
20d6, 5608
20d7, 2331
20d8, b8cd
20d9, e691
20da, 30ee
20db, c3d8
20dc, f32d
20dd, 795e
20de, 27b7
20df, 86cd
20e0, 2a6d
20e1, 90fe
20e2, 706b
20e3, d9a1
20e4, 46de
20e5, ed0d
20e6, eff7
20e7, e369
20e8, d061
20e9, 96d9
20ea, 29f2
20eb, 9557
20ec, 26a1
20ed, d96b
20ee, e3ae
20ef, 2304
20f0, 6240
20f1, 417b
20f2, c845
20f3, b56a
20f4, 727d
20f5, 3810
20f6, 4551
20f7, 1f37
20f8, 7fda
20f9, 1597
20fa, ecbd
