0000, 8ee8
1ab4, 3af5
1ab5, 97cc
1ab6, db6b
1ab7, 1ace
1ab8, bef4
1ab9, aff0
1aba, 4b55
1abb, 2acb
1abc, 3b0e
1abd, 2343
1abe, 3dac
1abf, 5ec4
1ac0, 50e6
1ac1, b0e6
1ac2, 8f16
1ac3, 2c93
1ac4, 87e4
1ac5, 5aab
1ac6, 3f72
1ac7, 5704
1ac8, 61f5
1ac9, be9d
1aca, 2174
1acb, 6072
1acc, 3194
1acd, 6705
1ace, 690b
1acf, 5fc5
1ad0, dfa8
1ad1, 1f19
1ad2, 1079
1ad3, 0634
1ad4, 3d31
1ad5, a997
1ad6, 852a
1ad7, 1d23
1ad8, 2076
1ad9, a332
1ada, 65d1
1adb, 2d2a
1adc, e543
1add, 4fc6
1ade, aafe
1adf, 3098
1ae0, dea3
1ae1, 154f
1ae2, ed2f
1ae3, 2d89
1ae4, 3b5f
1ae5, bf1d
1ae6, 3100
1ae7, 407f
1ae8, 02da
1ae9, 258a
1aea, d469
1aeb, d70a
1aec, 4fe9
1aed, f8da
1aee, 2013
1aef, 5cf3
1af0, 8645
1af1, e6c5
1af2, 8c64
1af3, 7fe6
1af4, 4b3e
1af5, 719c
1af6, 7d70
1af7, 4ba8
1af8, 726c
1af9, c83b
1afa, ea89
1afb, 27a7
1afc, 8ab9
1afd, 7026
1afe, b510
1aff, 8c94
1b00, c1d8
1b01, 62e1
1b02, 639c
1b03, b731
1b04, e61f
1b05, c316
1b06, ae2e
1b07, a9fb
1b08, 5d54
1b09, b94a
1b0a, 78a1
1b0b, f03e
1b0c, a718
1b0d, 64b4
1b0e, c2f8
1b0f, 1a45
1b10, ce23
1b11, f184
1b12, fa64
1b13, a2ee
1b14, fde9
1b15, a932
1b16, e870
1b17, 960e
1b18, aabd
1b19, a397
1b1a, c479
1b1b, 0670
1b1c, 98ee
1b1d, 11bd
1b1e, a744
1b1f, f043
1b20, 742f
1b21, 9881
1b22, 97b4
1b23, d7e1
1b24, 1bef
1b25, 0142
1b26, 81c0
1b27, 92ce
1b28, 77bd
1b29, a8ec
1b2a, 2e7f
1b2b, 72c0
1b2c, 511e
1b2d, e8ba
1b2e, 0241
1b2f, ec43
1b30, e056
1b31, d4bb
1b32, 3d6b
1b33, ca84
1b34, fa84
1b35, e0b6
1b36, 25d4
1b37, 283d
1b38, 33b5
1b39, a152
1b3a, a1b3
1b3b, 4b44
1b3c, d633
1b3d, 4286
1b3e, 7e6b
1b3f, 9e65
1b40, 123c
1b41, 0177
1b42, 5277
1b43, 2088
1b44, 1088
1b45, 12a2
1b46, 69a5
1b47, 65f0
1b48, 54b8
1b49, c5eb
1b4a, c5be
1b4b, 5635
1b4c, 00f9
1b4d, 5ceb
1b4e, 21d2
1b4f, 11d4
1b50, 756f
1b51, 6c14
1b52, 6442
1b53, bcfe
1b54, edf9
1b55, 7e52
1b56, 28bf
1b57, ae8c
1b58, 8243
1b59, 74f7
1b5a, bfa9
1b5b, 178f
1b5c, db81
1b5d, b1c3
1b5e, 7b51
1b5f, e053
1b60, f74b
1b61, 0b12
1b62, 95f2
1b63, 0d93
1b64, ec53
1b65, f6ab
1b66, ffd6
1b67, 12a5
1b68, 0934
1b69, 749d
1b6a, 0f63
1b6b, ccd6
1b6c, f3f5
1b6d, 0724
1b6e, a8cb
1b6f, f9d8
1b70, 1b8a
1b71, 0247
1b72, 914b
1b73, 0d3f
1b74, ea34
1b75, f7b2
1b76, e56c
1b77, 9063
1b78, 7145
1b79, 0f3d
1b7a, 73d1
1b7b, 7062
1b7c, 955f
1b7d, 7229
1b7e, a8bc
1b7f, 1eb3
1b80, 082e
1b81, 3e88
1b82, fb78
1b83, 62e8
1b84, 92ee
1b85, 081b
1b86, 31cc
1b87, 3c21
1b88, a7bb
1b89, 6187
1b8a, 617e
1b8b, a2cc
1b8c, 3414
1b8d, f8b7
1b8e, 6748
1b8f, 9748
1b90, ed30
1b91, de72
1b92, 3bb2
1b93, 7681
1b94, 9783
1b95, ecdb
1b96, bfa4
1b97, 633d
1b98, 48b3
1b99, 7982
1b9a, 08bf
1b9b, 8d34
1b9c, 6af3
1b9d, 47ed
1b9e, 74d7
1b9f, efd5
1ba0, e732
1ba1, d8c7
1ba2, 36a7
1ba3, cd18
1ba4, fc38
1ba5, e6cd
1ba6, 6363
1ba7, b49a
1ba8, 35d8
1ba9, a4fb
1baa, cf28
1bab, 8253
1bac, 6d9f
1bad, 3b4b
1bae, 78a2
1baf, e923
1bb0, 9287
1bb1, dc42
1bb2, f412
1bb3, 6035
1bb4, 9035
1bb5, 927b
1bb6, f560
1bb7, f605
1bb8, a144
1bb9, 05f6
1bba, 05d9
1bbb, a066
1bbc, 3955
1bbd, a221
1bbe, 61bb
1bbf, 91b8
1bc0, 1c86
1bc1, 078b
1bc2, 995b
1bc3, a033
1bc4, 1744
1bc5, fa6b
1bc6, 1f62
1bc7, 1c63
1bc8, 0985
1bc9, ce3d
1bca, c9d4
1bcb, ccb2
1bcc, ff53
1bcd, 77b5
1bce, a1bb
1bcf, ffb5
1bd0, 01b4
1bd1, f418
1bd2, fda8
1bd3, d74e
1bd4, f6fe
1bd5, 0392
1bd6, 98cc
1bd7, 50d1
1bd8, aadb
1bd9, d937
1bda, a8ce
1bdb, 06ac
1bdc, 5e41
1bdd, f12b
1bde, 02e4
1bdf, 9a54
1be0, cf63
1be1, db44
1be2, d532
1be3, 7b9e
1be4, 9b99
1be5, cf8d
1be6, c1b9
1be7, af57
1be8, 3643
1be9, 75e0
1bea, 7509
1beb, fa89
1bec, ac8e
1bed, 2823
1bee, cc54
1bef, fc53
1bf0, c86e
1bf1, 071e
1bf2, 6817
1bf3, 22f4
1bf4, 12f1
1bf5, c89b
1bf6, 64be
1bf7, 01eb
1bf8, 5b48
1bf9, 213c
1bfa, 21a1
1bfb, 9c8e
1bfc, 0288
1bfd, 6ec8
1bfe, 2758
1bff, 1758
1c00, 2fb3
1c01, 6f73
1c02, 5015
1c03, 6eaf
1c04, 8d15
1c05, fb59
1c06, a368
1c07, 5d89
1c08, 9af1
1c09, 3cff
1c0a, b575
1c0b, f654
1c0c, d529
1c0d, a9a1
1c0e, a4d9
1c0f, 8083
1c10, 6fb3
1c11, 3f83
1c12, 50b3
1c13, dde5
1c14, 5de5
1c15, 6f4d
1c16, 55cd
1c17, 5dc5
1c18, d0b6
1c19, d5ed
1c1a, d5c5
1c1b, ddcd
1c1c, 55e5
1c1d, 3f26
1c1e, d043
1c1f, 5045
1c20, 9615
1c21, 9673
1c22, 4cb3
1c23, d98a
1c24, 4b15
1c25, 2e4d
1c26, da2a
1c27, 8b75
1c28, 2c26
1c29, 24e6
1c2a, 5a89
1c2b, bbcd
1c2c, 5a29
1c2d, a676
1c2e, 031d
1c2f, 8c83
1c30, 573d
1c31, af70
1c32, f07a
1c33, da84
1c34, 3088
1c35, 5cd6
1c36, 7171
1c37, 711c
1c38, 9f79
1c39, 6982
1c3a, df28
1c3b, e71e
1c3c, c711
1c3d, f010
1c3e, 6e66
1c3f, 31d3
1c40, e3c5
1c41, 53b5
1c42, 4ec5
1c43, f088
1c44, 4a84
1c45, e5df
1c46, 82ff
1c47, 8a94
1c48, f17e
1c49, f249
1c4a, 9b94
1c4b, f0ff
1c4c, 8b48
1c4d, 3501
1c4e, f1d3
1c4f, 8e68
1c50, fb95
1c51, 631a
1c52, ce1a
1c53, 6130
1c54, 86f3
1c55, 2f5d
1c56, 9ae5
1c57, c486
1c58, ecef
1c59, b596
1c5a, 3c3f
1c5b, 1b45
1c5c, a9ed
1c5d, 5619
1c5e, 089d
1c5f, 4a35
1c60, 3a5b
1c61, 062f
1c62, a34f
1c63, 74b1
1c64, 8c33
1c65, 93b9
1c66, 416d
1c67, cbb7
1c68, 6f38
1c69, eb4e
1c6a, 2ed3
1c6b, b76d
1c6c, 1427
1c6d, 6068
1c6e, f640
1c6f, 3964
1c70, 9375
1c71, 9316
1c72, 8e86
1c73, 7412
1c74, 8a54
1c75, 4cb6
1c76, cb7b
1c77, 4a64
1c78, be43
1c79, 2932
1c7a, eb18
1c7b, 2adb
1c7c, eb74
1c7d, a313
1c7e, f67d
1c7f, 4e25
1c80, 9df4
1c81, a0b6
1c82, c220
1c83, 9de9
1c84, 32e8
1c85, e28f
1c86, 6ad7
1c87, b7ca
1c88, dcb2
1c89, 4719
1c8a, 3051
1c8b, 6b7b
1c8c, adca
1c8d, 0602
1c8e, 9045
1c8f, 3744
1c90, f4a3
1c91, 367a
1c92, 1c70
1c93, 05e2
1c94, 3c45
1c95, 8066
1c96, 8b1e
1c97, c9fc
1c98, 1ec9
1c99, d18d
1c9a, f6e8
1c9b, ea91
1c9c, b41c
1c9d, 5379
1c9e, 92a6
1c9f, 89d3
1ca0, 8086
1ca1, 3016
1ca2, 5f75
1ca3, a32e
1ca4, 5754
1ca5, f4df
1ca6, ceaf
1ca7, 8718
1ca8, f901
1ca9, f68e
1caa, d164
1cab, ecff
1cac, b174
1cad, fa97
1cae, 9b3a
1caf, 8f25
1cb0, f504
1cb1, af43
1cb2, 784f
1cb3, e748
1cb4, 3033
1cb5, 1829
1cb6, 7b0d
1cb7, cdd7
1cb8, 6e88
1cb9, ed51
1cba, e2f3
1cbb, da6d
1cbc, c7bb
1cbd, 03f8
1cbe, 9fb5
1cbf, 31b8
1cc0, 3046
1cc1, 6086
1cc2, 5f46
1cc3, 2744
1cc4, 8748
1cc5, 30bd
1cc6, 412b
1cc7, 87b4
1cc8, df43
1cc9, b142
1cca, b1b4
1ccb, 27bb
1ccc, 4184
1ccd, 6023
1cce, dfb6
1ccf, 5fb5
1cd0, d9d4
1cd1, f320
1cd2, a6b0
1cd3, d9c9
1cd4, 3694
1cd5, 9649
1cd6, 550b
1cd7, daca
1cd8, 6062
1cd9, 5ae9
1cda, d308
1cdb, 6dab
1cdc, 59ca
1cdd, 3f62
1cde, 03bf
1cdf, 5a34
1ce0, d1d5
1ce1, a01f
1ce2, 0f1a
1ce3, 6b95
1ce4, 32f3
1ce5, 6e5d
1ce6, a525
1ce7, a58d
1ce8, 9019
1ce9, 64f6
1cea, 68a3
1ceb, 9d85
1cec, ad85
1ced, 0f7f
1cee, dc53
1cef, 3755
1cf0, e6e3
1cf1, 5645
1cf2, 8ce3
1cf3, f2ff
1cf4, 8b98
1cf5, 1d39
1cf6, f094
1cf7, 4b49
1cf8, f711
1cf9, 80ff
1cfa, 8a49
1cfb, f288
1cfc, 9a89
1cfd, 5df1
1cfe, f755
1cff, 4c54
1d00, 08d1
1d01, c7f9
1d02, 7190
1d03, 68a2
1d04, 31a1
1d05, d132
1d06, 4b30
1d07, e266
1d08, 8c95
1d09, 32a2
1d0a, 57fc
1d0b, 8469
1d0c, c8d6
1d0d, 2ea5
1d0e, 6734
1d0f, f231
1d10, c4be
1d11, e859
1d12, e2d9
1d13, 2100
1d14, 4e71
1d15, c85a
1d16, b77e
1d17, 81f0
1d18, 7227
1d19, 470a
1d1a, 4ce7
1d1b, b11e
1d1c, b790
1d1d, e8b7
1d1e, c259
1d1f, 1b81
1d20, 1784
1d21, ecd5
1d22, 9669
1d23, 1b0a
1d24, 4f0e
1d25, a350
1d26, 741e
1d27, 5990
1d28, 7667
1d29, 3a00
1d2a, 1871
1d2b, b99e
1d2c, e4f0
1d2d, 7c2b
1d2e, ce5d
1d2f, 1d5e
1d30, df71
1d31, 2b3f
1d32, b43a
1d33, 2f7a
1d34, 5e0f
1d35, 6e9c
1d36, 364a
1d37, 5ddc
1d38, 8241
1d39, 807a
1d3a, 3c9a
1d3b, 532f
1d3c, d5dc
1d3d, 2821
1d3e, dc91
1d3f, 50e1
1d40, fb9e
1d41, 7ef6
1d42, 035d
1d43, 40b0
1d44, 41ae
1d45, 231b
1d46, 99de
1d47, 92b2
1d48, 5d5f
1d49, 42ab
1d4a, 1579
1d4b, 54b1
1d4c, 90ab
1d4d, e739
1d4e, de57
1d4f, 4a1e
1d50, 9a48
1d51, 285d
1d52, df96
1d53, 92a7
1d54, 5e79
1d55, 7587
1d56, 1eb1
1d57, 3d60
1d58, 4a98
1d59, 8077
1d5a, 93ce
1d5b, 436e
1d5c, 176a
1d5d, 4b84
1d5e, 013b
1d5f, 9b89
1d60, b10f
1d61, 44f5
1d62, 4b05
1d63, 6302
1d64, 59ae
1d65, b8f6
1d66, daae
1d67, 359b
1d68, 2700
1d69, 56ab
1d6a, 5a9c
1d6b, d99e
1d6c, ddfb
1d6d, 41a0
1d6e, b293
1d6f, 87f9
1d70, e211
1d71, eb0f
1d72, 3a0f
1d73, 9dac
1d74, 4ecf
1d75, d9fa
1d76, 05ef
1d77, 31ec
1d78, 2a0c
1d79, 37cc
1d7a, 93cf
1d7b, 21ef
1d7c, 959c
1d7d, 7b7c
1d7e, 74fa
1d7f, 40f1
1d80, ec55
1d81, 12a3
1d82, 50d3
1d83, 8c60
1d84, 39a9
1d85, d936
1d86, c4ff
1d87, 55fd
1d88, 06da
1d89, 36a6
1d8a, e409
1d8b, 69ff
1d8c, 413a
1d8d, ccdd
1d8e, 7496
1d8f, f639
1d90, 96e1
1d91, 713a
1d92, d53a
1d93, e67a
1d94, 4f0f
1d95, 2fec
1d96, 9f2f
1d97, 3b2c
1d98, 4631
1d99, 4c0c
1d9a, 980f
1d9b, 482f
1d9c, 9adc
1d9d, ec41
1d9e, 089c
1d9f, 3cef
1da0, d1ae
1da1, 7253
1da2, 7836
1da3, 23c6
1da4, 4979
1da5, d89b
1da6, 5d5c
1da7, 96db
1da8, 8b39
1da9, 4676
1daa, 4a10
1dab, 55de
1dac, 0362
1dad, b46f
1dae, d2f8
1daf, 379e
1db0, ebf9
1db1, 4769
1db2, 3da5
1db3, 50d7
1db4, 5171
1db5, 639d
1db6, a59e
1db7, 341b
1db8, daa0
1db9, 5272
1dba, 95ae
1dbb, d11e
1dbc, 3957
1dbd, cb00
1dbe, be30
1dbf, 5a9f
1dc0, 2ec1
1dc1, 419f
1dc2, 870f
1dc3, d9ac
1dc4, 5fcf
1dc5, b1fa
1dc6, da7f
1dc7, 599c
1dc8, b77c
1dc9, 5aac
1dca, 301a
1dcb, 69ef
1dcc, da9c
1dcd, 417c
1dce, 27ff
1dcf, 8c11
1dd0, c8d9
1dd1, 8e33
1dd2, 4cd3
1dd3, 28a6
1dd4, 8109
1dd5, b156
1dd6, b7af
1dd7, 44fd
1dd8, c2da
1dd9, 8206
1dda, 47f0
1ddb, 21ff
1ddc, bbfd
1ddd, e8da
1dde, 2735
1ddf, e259
1de0, 05be
1de1, 2c95
1de2, 2e9d
1de3, 6e07
1de4, 5fce
1de5, 0437
1de6, 4287
1de7, 4b6a
1de8, 47e4
1de9, 5ca7
1dea, 50e7
1deb, 48b1
1dec, 2460
1ded, 2178
1dee, 0b5e
1def, 9d4e
1df0, fc34
1df1, b490
1df2, a9f0
1df3, 3cdc
1df4, 89c1
1df5, b942
1df6, e169
1df7, f6d6
1df8, 30f5
1df9, 86c2
1dfa, f4a1
1dfb, 35d9
1dfc, ec06
1dfd, 8255
1dfe, a4f2
1dff, e641
1e00, a10e
1e01, f527
1e02, 0db7
1e03, 3647
1e04, f864
1e05, 5ae8
1e06, d208
1e07, 6fee
1e08, d762
1e09, 53be
1e0a, f25b
1e0b, d894
1e0c, d0ce
1e0d, 316b
1e0e, d9c8
1e0f, f791
1e10, 7ec1
1e11, 99ee
1e12, 9ace
1e13, 78bb
1e14, 1424
1e15, 7117
1e16, 0624
1e17, 934b
1e18, aacc
1e19, e22b
1e1a, eb42
1e1b, a344
1e1c, 068b
1e1d, 99cc
1e1e, 77ee
1e1f, 1c11
1e20, 4211
1e21, 5dce
1e22, 9779
1e23, eccb
1e24, e5d4
1e25, 7997
1e26, af14
1e27, 9886
1e28, 07ca
1e29, e66b
1e2a, 11c4
1e2b, 0843
1e2c, 9f1b
1e2d, ddcc
1e2e, b417
1e2f, e0f1
1e30, 03b4
1e31, 3514
1e32, 5dc4
1e33, a8dd
1e34, 98d5
1e35, 0342
1e36, 6203
1e37, 54fd
1e38, 66cb
1e39, 92dd
1e3a, 925d
1e3b, 68f5
1e3c, dbfd
1e3d, 5372
1e3e, a644
1e3f, 9648
1e40, 9cf4
1e41, 06c7
1e42, 6c7a
1e43, 9ed9
1e44, 18d4
1e45, 528f
1e46, bf4f
1e47, bf9f
1e48, 26c2
1e49, 836f
1e4a, efc3
1e4b, 28f4
1e4c, 08f9
1e4d, 6cdc
1e4e, 904e
1e4f, 1644
1e50, 5dee
1e51, f674
1e52, 3cb5
1e53, f072
1e54, f825
1e55, a1e0
1e56, 6f8e
1e57, 34e6
1e58, d726
1e59, f2b6
1e5a, 9f78
1e5b, d815
1e5c, 398c
1e5d, 0d7b
1e5e, d5ec
1e5f, f719
1e60, c463
1e61, 3327
1e62, d6b7
1e63, 3d40
1e64, 9564
1e65, 4b8e
1e66, cdb3
1e67, d859
1e68, 0b62
1e69, 35b9
1e6a, fd52
1e6b, 7583
1e6c, d2d9
1e6d, f462
1e6e, 242e
1e6f, eb53
1e70, 17e8
1e71, 9074
1e72, f2b3
1e73, 907d
1e74, 1425
1e75, c352
1e76, ae95
1e77, 135d
1e78, a226
1e79, 12bd
1e7a, f975
1e7b, c335
1e7c, 9e9d
1e7d, a07b
1e7e, 7ee2
1e7f, 1d38
1e80, 82f9
1e81, dd22
1e82, 67cd
1e83, 1121
1e84, 9565
1e85, 80f4
1e86, 01f8
1e87, 684f
1e88, 7077
1e89, 85d1
1e8a, e1a5
1e8b, 7588
1e8c, af41
1e8d, 62a7
1e8e, 4244
1e8f, 9099
1e90, 9018
1e91, 5a21
1e92, 3bc3
1e93, 9cad
1e94, e363
1e95, a84d
1e96, 6e39
1e97, 45fd
1e98, 627d
1e99, 16dd
1e9a, 9ea5
1e9b, b393
1e9c, 513a
1e9d, 6027
1e9e, 0f12
1e9f, 9283
1ea0, a8d4
1ea1, 5f7c
1ea2, 60c7
1ea3, 525a
1ea4, e323
1ea5, 564e
1ea6, 26c3
1ea7, 6ef9
1ea8, 62a2
1ea9, 58d9
1eaa, 164d
1eab, b313
1eac, 6c0f
1ead, 38a2
1eae, 63b1
1eaf, 9234
1eb0, e793
1eb1, a0b7
1eb2, d220
1eb3, f9b9
1eb4, f4b4
1eb5, 4d3e
1eb6, 79e3
1eb7, 2339
1eb8, cdb2
1eb9, 4429
1eba, 9904
1ebb, c454
1ebc, ae59
1ebd, 0702
1ebe, 178e
1ebf, fd53
1ec0, c428
1ec1, f384
1ec2, 96b4
1ec3, a3bd
1ec4, f5b5
1ec5, 7882
1ec6, a2d5
1ec7, 985d
1ec8, a6bb
1ec9, 96bd
1eca, fd46
1ecb, a855
1ecc, a25d
1ecd, f32b
1ece, c284
1ecf, 1b88
1ed0, 7e09
1ed1, 59c2
1ed2, dac2
1ed3, 8b4c
1ed4, e4d5
1ed5, 4c14
1ed6, 0b68
1ed7, d341
1ed8, 0ca7
1ed9, 4421
1eda, eb56
1edb, 0438
1edc, 6621
1edd, 9e07
1ede, bec4
1edf, ecf9
1ee0, a9ce
1ee1, 3f88
1ee2, 30b4
1ee3, a3bb
1ee4, 93b8
1ee5, a9ec
1ee6, d6c8
1ee7, 35e2
1ee8, 6abb
1ee9, f6b2
1eea, f64b
1eeb, 63e8
1eec, ddeb
1eed, 392b
1eee, aaee
1eef, 9aee
1ef0, 3b91
1ef1, 0abb
1ef2, ab20
1ef3, 9fbe
1ef4, 13b8
1ef5, 3715
1ef6, de51
1ef7, de19
1ef8, 2abb
1ef9, 3829
1efa, fe04
1efb, 23e8
1efc, 03ee
1efd, ab02
1efe, 5d88
1eff, 1aee
1f00, 2528
1f01, 1518
1f02, fba8
1f03, c9cb
1f04, fede
1f05, d8f7
1f06, c6ce
1f07, 3e37
1f08, a7db
1f09, f7ab
1f0a, 1047
1f0b, a8fe
1f0c, 2047
1f0d, 192b
1f0e, 261e
1f0f, 3b38
1f10, b568
1f11, 8588
1f12, 5b68
1f13, 0960
1f14, eebe
1f15, b856
1f16, 07b9
1f17, 9e57
1f18, 66bb
1f19, e760
1f1a, e057
1f1b, 098e
1f1c, 7087
1f1d, 58b6
1f1e, 6655
1f1f, 8b88
1f20, bfa8
1f21, 8f18
1f22, 8d28
1f23, 63d0
1f24, efde
1f25, 6336
1f26, 6229
1f27, ef47
1f28, 6226
1f29, 9ad0
1f2a, 8d37
1f2b, 0149
1f2c, bd47
1f2d, 51c6
1f2e, 6af5
1f2f, 8d38
1f30, ae2f
1f31, 1511
1f32, fba1
1f33, cedc
1f34, fedf
1f35, ae3c
1f36, c6af
1f37, 151a
1f38, a6cc
1f39, 102a
1f3a, 103a
1f3b, a8ff
1f3c, cbfc
1f3d, f8ca
1f3e, c041
1f3f, f041
1f40, b52e
1f41, 8518
1f42, 802e
1f43, 78db
1f44, eede
1f45, 791b
1f46, b7ae
1f47, 8e37
1f48, 76c7
1f49, e7ab
1f4a, 8b37
1f4b, 78fe
1f4c, bbfb
1f4d, 89c7
1f4e, 7648
1f4f, e04e
1f50, de73
1f51, 1581
1f52, 10b4
1f53, 25bc
1f54, febf
1f55, 2582
1f56, d77f
1f57, 15ec
1f58, a7bd
1f59, 10bc
1f5a, 3b8a
1f5b, a8ef
1f5c, 20ec
1f5d, f8ba
1f5e, 20e4
1f5f, 3b83
1f60, afd9
1f61, 1f18
1f62, fca8
1f63, a1cb
1f64, ffde
1f65, c1f6
1f66, ccde
1f67, 1f16
1f68, acd7
1f69, faab
1f6a, fc47
1f6b, cf49
1f6c, ccfb
1f6d, 1f27
1f6e, aaf5
1f6f, 1c39
1f70, b561
1f71, 8581
1f72, e0b1
1f73, 68bc
1f74, eebf
1f75, 095a
1f76, b66f
1f77, ee5c
1f78, 07ba
1f79, 97bc
1f7a, 8b8a
1f7b, 795f
1f7c, bb5c
1f7d, 58ba
1f7e, 665f
1f7f, e051
1f80, dfa3
1f81, 1f11
1f82, 4dc1
1f83, a3dd
1f84, ffdf
1f85, d3fa
1f86, 2d21
1f87, 1f12
1f88, 2d22
1f89, faad
1f8a, 3d3a
1f8b, cf41
1f8c, cd42
1f8d, 4fc2
1f8e, aaff
1f8f, 3d33
1f90, 642f
1f91, 8f11
1f92, edc1
1f93, b4dc
1f94, efdf
1f95, 7f4c
1f96, baaf
1f97, e4fc
1f98, 02ca
1f99, ecdc
1f9a, 8d3a
1f9b, 73ff
1f9c, bcfc
1f9d, 51ca
1f9e, bd41
1f9f, 9c4f
1fa0, 7fb1
1fa1, 8f81
1fa2, 5c61
1fa3, 7102
1fa4, efbf
1fa5, 0192
1fa6, 7201
1fa7, 8f8a
1fa8, 020c
1fa9, ea7d
1faa, ec5c
1fab, 73ef
1fac, bc5c
1fad, e37c
1fae, 7ae4
1faf, 9c51
1fb0, d569
1fb1, 1588
1fb2, 1078
1fb3, a8bb
1fb4, febe
1fb5, a996
1fb6, 2b6e
1fb7, 1e9b
1fb8, c0b7
1fb9, f77b
1fba, 3b87
1fbb, ce5e
1fbc, cb5b
1fbd, 45b7
1fbe, a655
1fbf, f059
1fc0, cf61
1fc1, 1f81
1fc2, fc61
1fc3, a1bc
1fc4, ffbf
1fc5, c15a
1fc6, ca6f
1fc7, 1f8a
1fc8, aabc
1fc9, fa6c
1fca, 1c8a
1fcb, a15f
1fcc, cc5c
1fcd, f1ba
1fce, aa5f
1fcf, 1c81
1fd0, 65d3
1fd1, 8511
1fd2, 5ba1
1fd3, 09ad
1fd4, eedf
1fd5, b8fa
1fd6, 7021
1fd7, 9ef2
1fd8, 6bd2
1fd9, e7ad
1fda, 903a
1fdb, 0e31
1fdc, 7012
1fdd, 8522
1fde, 66ff
1fdf, 8b33
1fe0, d4b5
1fe1, 1f88
1fe2, fc68
1fe3, cfb7
1fe4, ffbe
1fe5, d45b
1fe6, a279
1fe7, f497
1fe8, aabb
1fe9, fc67
1fea, fc80
1feb, a3ee
1fec, cde7
1fed, f1b6
1fee, 2d88
1fef, 3d88
1ff0, bf78
1ff1, 8f88
1ff2, ed78
1ff3, 73bb
1ff4, efbe
1ff5, b3e7
1ff6, ba7e
1ff7, 8f87
1ff8, 7abb
1ff9, ea7b
1ffa, 8d87
1ffb, 73ee
1ffc, bdeb
1ffd, e3b7
1ffe, 7aee
1fff, 8d88
2000, 6468
2001, 9498
2002, 16c8
2003, 010b
2004, 192e
2005, 2517
2006, 020e
2007, 4947
2008, c02b
2009, 10cb
200a, 9c57
200b, c51e
200c, 6c57
200d, 916b
200e, 629e
200f, 4648
2010, b428
2011, 5438
2012, 86b8
2013, 71d0
2014, e96e
2015, 6556
2016, 0a2e
2017, e987
2018, 6bb6
2019, 9060
201a, ec47
201b, 0e89
201c, 0c37
201d, 532b
201e, b235
201f, 8658
2020, b908
2021, 89e8
2022, 8348
2023, 6560
2024, ea37
2025, 6d35
2026, 6bb9
2027, 7a47
2028, 5426
2029, 0fd0
202a, 8657
202b, 0c29
202c, b687
202d, 5e76
202e, 6095
202f, b3d8
2030, 0f21
2031, 94f1
2032, 16c1
2033, 7f2a
2034, 19df
2035, c94c
2036, 02af
2037, 18fc
2038, abca
2039, 17dc
203a, 9c3a
203b, c5ff
203c, 7d1a
203d, 93cc
203e, 0c31
203f, f74f
2040, b3b1
2041, 83e4
2042, 894e
2043, 7462
2044, e737
2045, 7018
2046, bc01
2047, b737
2048, e5c7
2049, 7eab
204a, 825c
204b, 7bae
204c, b292
204d, 8f7c
204e, 7d84
204f, 792e
2050, d175
2051, 138e
2052, 1984
2053, 23b7
2054, f78a
2055, 2684
2056, dc79
2057, c6ec
2058, febd
2059, c9bc
205a, 3280
205b, ab7f
205c, 2ae7
205d, f4b0
205e, 2ae8
205f, d8b3
2060, ce69
2061, fe98
2062, 1ac8
2063, a90b
2064, f12e
2065, aff6
2066, c0b9
2067, 11fb
2068, ca27
2069, fccb
206a, f057
206b, c13e
206c, c0e6
206d, fe67
206e, c795
206f, fa39
2070, 2361
2071, 4381
2072, e981
2073, d4bc
2074, e78a
2075, 005f
2076, 2d6f
2077, 775c
2078, 9eba
2079, 0ebc
207a, 428a
207b, 706f
207c, 225c
207d, 34ba
207e, dd5f
207f, 7961
2080, 69a3
2081, e911
2082, 4311
2083, 05dd
2084, fa3a
2085, ddff
2086, b621
2087, ca12
2088, 4322
2089, afad
208a, 563a
208b, ca21
208c, 7642
208d, 89c2
208e, 00ff
208f, d3d3
2090, d82f
2091, 4911
2092, e311
2093, 28dc
2094, ea3a
2095, 7a41
2096, 20af
2097, 72fc
2098, 94ca
2099, 71dc
209a, 463a
209b, 7daf
209c, 27fc
209d, 3eca
209e, 2641
209f, 012f
20a0, 0ede
20a1, 5e3e
20a2, 8ab1
20a3, 79c6
20a4, e161
20a5, 7fe2
20a6, 76c9
20a7, 815c
20a8, 7d7c
20a9, ec02
20aa, e040
20ab, 7491
20ac, b040
20ad, 98a7
20ae, 07f8
20af, ea81
20b0, d3d9
20b1, 1348
20b2, 19e8
20b3, a42b
20b4, f787
20b5, a095
20b6, 22de
20b7, c79b
20b8, 19b7
20b9, ae7b
20ba, 3247
20bb, c76e
20bc, c23b
20bd, 4327
20be, ad35
20bf, a969
20c0, 7eb1
20c1, 9e51
20c2, 1ab1
20c3, 096c
20c4, 11bf
20c5, af5a
20c6, 076f
20c7, 115c
20c8, acba
20c9, fcbc
20ca, 908a
20cb, cf5f
20cc, 708a
20cd, 99bc
20ce, 775f
20cf, 1a51
20d0, 24d3
20d1, 34f1
20d2, 86c1
20d3, c1ad
20d4, 99df
20d5, 65fa
20d6, acd1
20d7, e912
20d8, b622
20d9, 90ad
20da, 1c3a
20db, 7941
20dc, acf2
20dd, 34d2
20de, 22ff
20df, 5633
20e0, d5b4
20e1, fe54
20e2, 1ab8
20e3, ae6c
20e4, f1b9
20e5, 238b
20e6, a671
